datetime,topic,title,url,image_url,language,score
2020-03-08 13:00:27,home,Xbox Series X vs. Xbox One: Which Xbox is best for you?,https://www.tomsguide.com/face-off/xbox-series-x-vs-xbox-one,https://cdn.mos.cms.futurecdn.net/8pjRgqTr7NhG3umShmu8qB-1200-80.jpg,en,0.6369
2020-03-08 15:30:45,home,Liz Peek: Biden's VP pick more critical than Super Tuesday win - who can help him the most?,https://www.foxnews.com/opinion/liz-peek-fears-of-bidens-mental-state-make-vp-pick-critical-who-can-help-him-win,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/99bd1db2-e87c-4a1f-a818-c6dd2abe3d53/f70aae8e-c5e5-4728-a69e-6e70f598c31a/1280x720/match/image.jpg,en,0.843
2020-03-09 10:40:00,home,Playing out Tom Brady's 2020 NFL free agency,https://www.espn.com/nfl/story/_/id/28844042/playing-tom-brady-2020-nfl-free-agency-four-offers-one-winner-60-million-guaranteed,https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F0305%2Fr675313_1296x729_16%2D9.jpg,en,0.6249
2020-03-09 12:16:00,home,Cory Booker endorses Biden: Former vice president will 'restore honor to the Oval Office',https://www.nbcnews.com/politics/2020-election/cory-booker-endorses-biden-former-vice-president-will-restore-honor-n1152976,https://media1.s-nbcnews.com/j/newscms/2020_11/3261536/200309-biden-booker-mn-0805_42b63bf56cff622cd07cffb08b520a77.nbcnews-fp-1200-630.jpg,en,0.7783
2020-03-04 13:36:00,home,Abortion rights had a surprisingly hopeful day in the Supreme Court,https://www.vox.com/2020/3/4/21164699/abortion-supreme-court-hopeful-june-medical-services-russo-chief-justice-roberts,https://cdn.vox-cdn.com/thumbor/zM0AnsPyC5WGshmP8mWr5gHGRNQ=/0x350:3000x1921/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19767749/20200304_Vox_SCOTUS240.jpg,en,0.8442
2020-03-09 16:02:46,business,Coronavirus in N.Y.: Head of Port Authority Tests Positive,https://www.nytimes.com/2020/03/09/nyregion/port-authority-rick-cotton-coronavirus.html,https://static01.nyt.com/images/2020/03/09/nyregion/09nyvirus-portauthority1/09nyvirus-portauthority1-facebookJumbo.jpg,en,0.5994
2010-01-01 00:00:00,business,Major Tesla Investor Feels More 'Comfortable Now' After Musk Supervisors Appointed,https://www.benzinga.com/node/15504711,https://cdn1.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/screen_shot_2020-03-09_at_5.14.56_am.png,en,0.5563
2020-03-09 20:16:29,business,3 Ohioans test positive for coronavirus,https://www.dispatch.com/news/20200309/3-ohioans-test-positive-for-coronavirus,https://www.dispatch.com/storyimage/OH/20200309/NEWS/200308460/AR/0/AR-200308460.jpg,en,0.5574
2020-03-09 09:01:23,tech,Win a mystery bag from The Verge with hundreds of dollars’ worth of free gadgets,https://www.theverge.com/2020/3/9/21167727/giveaway-tech-gadgets-mystery-bag-entry-rules-free-gear-twitter,https://cdn.vox-cdn.com/thumbor/SoUQglpoZRni8YoO4mqbuJNOMuI=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19770009/awhite_20200304_3926_0020.jpg,en,0.8402
2020-03-09 13:57:49,tech,The 5 best Amazon deals you can get this Monday,https://www.usatoday.com/story/tech/reviewedcom/2020/03/09/best-amazon-deals-get-ancestrydna-car-phone-mounts-and-more-low-prices/4998975002/,"https://www.gannett-cdn.com/presto/2020/03/09/USAT/3d06ec4e-1578-41e6-8f8f-f0e86073391e-amazon-monday-deal.jpg?crop=1991,1120,x0,y0&width=1600&height=800&fit=bounds",en,0.7096
2020-03-08 13:00:27,tech,Xbox Series X vs. Xbox One: Which Xbox is best for you?,https://www.tomsguide.com/face-off/xbox-series-x-vs-xbox-one,https://cdn.mos.cms.futurecdn.net/8pjRgqTr7NhG3umShmu8qB-1200-80.jpg,en,0.6369
2020-03-09 13:58:27,tech,You can win a Samsung Galaxy Z Flip*,https://www.zdnet.com/article/you-can-win-a-samsung-galaxy-z-flip/,https://zdnet1.cbsistatic.com/hub/i/r/2020/02/28/7ce2442b-24c5-4bd8-b17d-55eb2e72be9d/thumbnail/770x578/0b9022571cddcd32282b6c1fca9f32af/zdnet-fold-it-facebook.jpg,en,0.5859
2020-03-09 16:11:47,tech,"Monday's best deals: iOttie phone mounts, DJI Osmo Pocket, MacBook Air, and more",https://www.androidcentral.com/thrifter-deals-march-9-20,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/09/iottie-itap-dashboard-phone-mount-main.jpg?itok=iZ94saiB,en,0.6369
2020-03-09 14:11:48,tech,iOS 14 will reportedly have improved mouse cursor support,https://www.theverge.com/2020/3/9/21171805/ipad-ios-14-improved-mouse-cursor-support-smart-keyboard,https://cdn.vox-cdn.com/thumbor/F-QuopxVRPDexhi826BDklh67pE=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/16615192/DSC00725.jpg,en,0.7003
2020-03-09 21:18:40,tech,Best Alexa Speakers of 2020,https://www.digitaltrends.com/home/best-alexa-speakers/,https://icdn1.digitaltrends.com/image/digitaltrends/amazon-echo-dot-3rd-gen-clock-review-7-of-11-1200x630-c-ar1.91.jpg,en,0.6369
2020-03-09 15:38:44,tech,Overwatch League: Hero pools shatter the Season 3 meta,https://www.washingtonpost.com/video-games/esports/2020/03/09/its-hellish-owl-coaches-players-discuss-how-hero-pools-will-impact-season/,https://www.washingtonpost.com/resizer/u0oyjlFF41Gk-ac6sQWf1sApgW8=/1440x0/smart/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/O2I4MPUZ7ZF7PHJQTGMGQDZBRQ.jpg,en,0.5574
2019-06-25 00:00:00,tech,Super Mario Maker 2 Heads Up $40 Switch Game Deals,https://www.ign.com/articles/super-mario-maker-2-heads-up-40-switch-game-deals,https://assets1.ignimgs.com/2019/06/25/mariomaker2-blogroll-1561499193448.jpg?width=1280,en,0.5994
2020-03-08 00:00:00,tech,New MacBook Pro Leaks Are Great Reasons To Not Buy Apple’s Laptop,https://www.forbes.com/sites/ewanspence/2020/03/08/apple-macbook-pro-new-leak-rumor-14-inch-keyboard-micro-led-display/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5de44d6e755ebf0006fbe825%2F0x0.jpg,en,0.6249
2020-03-08 17:17:00,tech,Oppo Find X2 Pro hands-on: 120Hz screen and a superb 10X zoom camera,https://www.cnet.com/news/oppo-find-x2-pro-hands-on-120hz-screen-a-superb-10x-zoom-camera/,https://cnet1.cbsistatic.com/img/WtLQQjajs6pPwP7eCbmA5t3agxo=/756x567/2020/03/06/13bb9a76-895a-4978-814f-bd162c26025a/img-0825.jpg,en,0.6249
2020-03-09 17:21:29,tech,Apple says OK to clean iPhone with Clorox wipes,https://www.cnbc.com/2020/03/09/apple-says-you-can-clean-iphones-with-disinfectant-wipes-like-clorox.html,https://image.cnbcfm.com/api/v1/image/106132263-1568655848399screenshot2019-09-16at1.41.17pm.png?v=1568656116,en,0.6841
2020-03-08 19:38:18,tech,This is what the default Cyberpunk female protagonist now looks like and we love her already,https://www.gamesradar.com/this-is-what-the-default-cyberpunk-female-protagonist-now-looks-like-and-we-love-her-already/,https://cdn.mos.cms.futurecdn.net/WMqRzQwsmPDcG8QNgRech5-1200-80.jpeg,en,0.7717
2020-03-09 00:00:00,tech,"Intel Comet Lake-H Core i7-10750H and Core i5-10300H pay a visit to PassMark — seem to offer nearly 40% and 17% gains over their predecessors, respectively",https://www.notebookcheck.net/Intel-Comet-Lake-H-Core-i7-10750H-and-Core-i5-10300H-pay-a-visit-to-PassMark-seem-to-offer-nearly-40-and-17-gains-over-their-predecessors-respectively.456296.0.html,https://www.notebookcheck.net/fileadmin/Notebooks/News/_nc3/intel_10th_gen_45w_H_series.jpg,en,0.5267
2020-03-09 10:58:14,tech,Spotify’s redesigned homepage makes your favorites easier to access,https://www.theverge.com/2020/3/9/21171474/spotify-homepage-redesign-ios-app-mobile-tablet,https://cdn.vox-cdn.com/thumbor/uQM3JR8vSdIqxtx0UX6lEZ-MdVY=/0x169:2365x1407/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19779046/Screen_Shot_2020_03_09_at_9.11.45_AM.png,en,0.6808
2020-03-09 13:00:00,tech,6 Smart Home Gadgets That Are Actually Worth Owning,https://www.entrepreneur.com/slideshow/347253,https://assets.entrepreneur.com/content/3x2/2000/20200306172925-941066faf4401a3ceaeba30d25c99031400f0488.jpeg,en,0.5574
2020-03-09 12:22:34,tech,Pokémon Mystery Dungeon’s Ekans is amazing,https://www.polygon.com/2020/3/9/21171608/pokemon-mystery-dungeon-rescue-team-dx-ekans-animation-nintendo-switch,https://cdn.vox-cdn.com/thumbor/E9IVnFwDZTQm6Nnqt32NyYIpABs=/0x0:1800x942/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19779227/pokemon.jpg,en,0.5859
2020-03-09 00:00:00,tech,2020 Porsche 911 Carrera review: why the cheapest version is the best,https://www.telegraph.co.uk/cars/porsche/2020-porsche-911-carrera-review-cheapest-version-best/,https://www.telegraph.co.uk/cars/images/2020/03/09/2020-Porsche-911-Carrera-F34-main-xlarge_trans_NvBQzQNjv4BqJVmNeE_b5SjILZ_4CYQB7jsKhyX0qzZwOf8f1xczVAM.jpg?imwidth=1200,en,0.6369
2020-03-09 13:49:00,tech,Best Buy discounts the entry MacBook Air to its best price yet,https://www.engadget.com/2020/03/09/macbook-air-sale-best-buy/,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fresize%3D2000%252C2000%252Cshrink%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2018-11%252Fef099240-e43d-11e8-b5f7-15189be4f523%26client%3Da1acac3e1b3290917d92%26signature%3Dc37284b4457071f434ab9a870290287c3a1ce7a0&client=amp-blogside-v2&signature=294d923df82942ae32c9df88cb88037a235e075e,en,0.8555
2020-03-09 16:57:00,tech,"Yes, You CAN Clean Your iPhone With Disinfecting Wipes",https://www.wsj.com/articles/yes-you-can-clean-your-iphone-with-disinfecting-wipes-11583771102,https://images.wsj.net/im-162240/social,en,0.6597
2020-03-04 16:23:24,tech,Galaxy Note 9 secures March 2020 security patch in Germany,https://www.sammobile.com/news/galaxy-note-9-march-2020-security-patch-germany/,https://www.sammobile.com/wp-content/uploads/2019/12/galaxy-note-9-android-10-2-720x405.jpg,en,0.5719
2020-03-09 15:09:32,tech,Nintendo celebrates Mario Day with $20 off Switch games,https://www.polygon.com/deals/2020/3/9/21171664/mario-day-sales-nintendo-switch-amazon-walmart-target-gamestop-best-buy,https://cdn.vox-cdn.com/thumbor/0L-jdtgwQ1zrprm82u2HFkHA10o=/0x38:1920x1043/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13202611/Sw_SuperMarioParty_090618_PressKit_SCRN_01_bmp_jpgcopy.jpg,en,0.5719
2020-03-08 19:16:21,tech,Mar10 Day is being celebrated this week with discounted Switch titles,https://www.nintendoenthusiast.com/mar10-day-discounted-switch-titles-mario-sales/,https://www.nintendoenthusiast.com/wp-content/uploads/2020/03/C4AA771C-D6CF-4CC0-967B-695B46D531C3.jpeg,en,0.5994
2020-03-08 19:38:00,tech,What Overwatch League pros think of the first week of hero pools,https://www.espn.com/esports/story/_/id/28866190/what-overwatch-league-pros-think-first-week-hero-pools,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0814%2Fr583520_1296x729_16%2D9.jpg,en,0.5574
2020-03-09 17:09:40,tech,"Galaxy S20 price cut at Best Buy: save up to $850 on the S20, S20 Plus, and S20 Ultra",https://www.techradar.com/news/galaxy-s20-price-cut-at-best-buy-save-up-to-dollar850-on-the-s20-s20-plus-and-s20-ultra,https://cdn.mos.cms.futurecdn.net/Teg4AthbuSWMbPZFBwFArD-1200-80.jpg,en,0.743
2020-03-09 11:53:00,tech,Spotify's new home screen helps you get back to favorites,https://www.engadget.com/2020/03/09/spotify-mobile-home-screen-redesign/,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D1600%252C1067%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1067%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2020-03%252F3d9048d0-6216-11ea-afed-076a78d5c7d9%26client%3Da1acac3e1b3290917d92%26signature%3De4748dd0a4635319b17b32efd56825b86ef774f3&client=amp-blogside-v2&signature=1e75ceb971cb7d8bc00ac76defe6549a975fdd0c,en,0.6597
2020-03-09 12:53:25,tech,Super Bernie World is a Mario Bros. Clone that Features Bernie Sanders,https://www.dualshockers.com/super-bernie-world-mario-bros-bernie-sanders/,https://cdn3.dualshockers.com/wp-content/uploads/2020/03/Super-Bernie-World.png,en,0.5994
2020-03-09 15:45:00,tech,Apple may expand mouse support with iPadOS 14,https://www.engadget.com/2020/03/09/apple-ios-14-mouse-support-ipad/,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D1600%252C999%252C0%252C67%26quality%3D85%26format%3Djpg%26resize%3D1600%252C999%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2020-03%252F525e31e0-604b-11ea-94c0-04c04f4aefd0%26client%3Da1acac3e1b3290917d92%26signature%3D869e7fa786f0fd2d7e5187edbe7631b4cd7c98f1&client=amp-blogside-v2&signature=8c056d335072ace45d01afcc730f6653f317d609,en,0.6124
2020-03-09 11:49:29,entertainment,"Best Friends for 17 Years, then they Find Out they're Actually Sisters! 🤯",https://www.bellanaija.com/2020/03/ashley-thomas-toya-wimberly/,https://www.bellanaija.com/wp-content/uploads/2020/03/maxresdefault-12-1000x600.jpg,en,0.8221
